"id","aluno","materia","professor","data","dificuldade","nota","status"
306,"Aluno 62","Matéria 7","Professor 7","2025-03-13","Fácil","70.96","Aprovado"
307,"Aluno 62","Matéria 1","Professor 5","2025-03-13","Médio","64.02","Reprovado"
308,"Aluno 62","Matéria 9","Professor 10","2025-03-13","Difícil","15.86","Reprovado"
309,"Aluno 62","Matéria 3","Professor 9","2025-03-13","Difícil","0.87","Reprovado"
310,"Aluno 62","Matéria 1","Professor 3","2025-03-13","Médio","22.60","Reprovado"
311,"Aluno 63","Matéria 3","Professor 9","2025-03-13","Fácil","40.01","Reprovado"
312,"Aluno 63","Matéria 2","Professor 1","2025-03-13","Fácil","10.70","Reprovado"
313,"Aluno 63","Matéria 3","Professor 9","2025-03-13","Fácil","12.74","Reprovado"
314,"Aluno 63","Matéria 1","Professor 8","2025-03-13","Difícil","34.06","Reprovado"
315,"Aluno 63","Matéria 8","Professor 2","2025-03-13","Médio","93.58","Aprovado"
316,"Aluno 64","Matéria 9","Professor 4","2025-03-13","Médio","81.73","Aprovado"
317,"Aluno 64","Matéria 9","Professor 7","2025-03-13","Médio","36.50","Reprovado"
318,"Aluno 64","Matéria 2","Professor 7","2025-03-13","Médio","23.56","Reprovado"
319,"Aluno 64","Matéria 5","Professor 3","2025-03-13","Difícil","63.52","Reprovado"
320,"Aluno 64","Matéria 1","Professor 3","2025-03-13","Médio","19.43","Reprovado"
321,"Aluno 65","Matéria 8","Professor 7","2025-03-13","Fácil","59.00","Reprovado"
322,"Aluno 65","Matéria 5","Professor 6","2025-03-13","Fácil","37.24","Reprovado"
323,"Aluno 65","Matéria 10","Professor 9","2025-03-13","Médio","76.36","Aprovado"
324,"Aluno 65","Matéria 6","Professor 5","2025-03-13","Difícil","30.89","Reprovado"
325,"Aluno 65","Matéria 1","Professor 5","2025-03-13","Fácil","5.97","Reprovado"
326,"Aluno 66","Matéria 10","Professor 1","2025-03-13","Médio","74.51","Aprovado"
327,"Aluno 66","Matéria 1","Professor 4","2025-03-13","Fácil","24.57","Reprovado"
328,"Aluno 66","Matéria 6","Professor 1","2025-03-13","Médio","45.22","Reprovado"
329,"Aluno 66","Matéria 6","Professor 10","2025-03-13","Médio","62.06","Reprovado"
330,"Aluno 66","Matéria 7","Professor 2","2025-03-13","Difícil","84.21","Aprovado"
331,"Aluno 67","Matéria 6","Professor 1","2025-03-13","Médio","23.39","Reprovado"
332,"Aluno 67","Matéria 8","Professor 7","2025-03-13","Fácil","12.19","Reprovado"
333,"Aluno 67","Matéria 5","Professor 10","2025-03-13","Difícil","29.28","Reprovado"
334,"Aluno 67","Matéria 7","Professor 8","2025-03-13","Médio","16.22","Reprovado"
335,"Aluno 67","Matéria 5","Professor 3","2025-03-13","Fácil","33.74","Reprovado"
336,"Aluno 68","Matéria 10","Professor 3","2025-03-13","Difícil","7.56","Reprovado"
337,"Aluno 68","Matéria 5","Professor 1","2025-03-13","Fácil","27.00","Reprovado"
338,"Aluno 68","Matéria 5","Professor 1","2025-03-13","Fácil","96.89","Aprovado"
339,"Aluno 68","Matéria 1","Professor 1","2025-03-13","Médio","26.22","Reprovado"
340,"Aluno 68","Matéria 7","Professor 10","2025-03-13","Fácil","68.62","Reprovado"
341,"Aluno 69","Matéria 1","Professor 8","2025-03-13","Fácil","25.40","Reprovado"
342,"Aluno 69","Matéria 2","Professor 9","2025-03-13","Fácil","92.77","Aprovado"
343,"Aluno 69","Matéria 8","Professor 3","2025-03-13","Médio","17.08","Reprovado"
344,"Aluno 69","Matéria 4","Professor 5","2025-03-13","Fácil","68.40","Reprovado"
345,"Aluno 69","Matéria 1","Professor 7","2025-03-13","Médio","25.56","Reprovado"
346,"Aluno 70","Matéria 6","Professor 3","2025-03-13","Médio","54.70","Reprovado"
347,"Aluno 70","Matéria 1","Professor 4","2025-03-13","Difícil","12.53","Reprovado"
348,"Aluno 70","Matéria 6","Professor 2","2025-03-13","Fácil","76.08","Aprovado"
349,"Aluno 70","Matéria 6","Professor 6","2025-03-13","Médio","56.07","Reprovado"
350,"Aluno 70","Matéria 9","Professor 5","2025-03-13","Médio","77.52","Aprovado"
351,"Aluno 71","Matéria 7","Professor 1","2025-03-13","Médio","70.30","Aprovado"
352,"Aluno 71","Matéria 4","Professor 10","2025-03-13","Difícil","9.50","Reprovado"
353,"Aluno 71","Matéria 9","Professor 10","2025-03-13","Difícil","93.41","Aprovado"
354,"Aluno 71","Matéria 2","Professor 4","2025-03-13","Médio","24.65","Reprovado"
355,"Aluno 71","Matéria 9","Professor 5","2025-03-13","Médio","59.73","Reprovado"
356,"Aluno 72","Matéria 7","Professor 7","2025-03-13","Fácil","96.69","Aprovado"
357,"Aluno 72","Matéria 3","Professor 5","2025-03-13","Fácil","65.12","Reprovado"
358,"Aluno 72","Matéria 4","Professor 8","2025-03-13","Difícil","93.43","Aprovado"
359,"Aluno 72","Matéria 8","Professor 9","2025-03-13","Difícil","23.03","Reprovado"
360,"Aluno 72","Matéria 6","Professor 3","2025-03-13","Fácil","11.28","Reprovado"
361,"Aluno 73","Matéria 4","Professor 9","2025-03-13","Médio","71.35","Aprovado"
362,"Aluno 73","Matéria 1","Professor 6","2025-03-13","Médio","46.61","Reprovado"
363,"Aluno 73","Matéria 6","Professor 1","2025-03-13","Médio","0.32","Reprovado"
364,"Aluno 73","Matéria 5","Professor 10","2025-03-13","Médio","77.98","Aprovado"
365,"Aluno 73","Matéria 7","Professor 6","2025-03-13","Fácil","94.11","Aprovado"
366,"Aluno 74","Matéria 5","Professor 4","2025-03-13","Fácil","15.70","Reprovado"
367,"Aluno 74","Matéria 10","Professor 9","2025-03-13","Difícil","20.75","Reprovado"
368,"Aluno 74","Matéria 3","Professor 8","2025-03-13","Fácil","79.17","Aprovado"
369,"Aluno 74","Matéria 8","Professor 3","2025-03-13","Difícil","1.75","Reprovado"
370,"Aluno 74","Matéria 6","Professor 10","2025-03-13","Médio","50.98","Reprovado"
371,"Aluno 75","Matéria 10","Professor 6","2025-03-13","Médio","21.01","Reprovado"
372,"Aluno 75","Matéria 7","Professor 3","2025-03-13","Difícil","18.89","Reprovado"
373,"Aluno 75","Matéria 4","Professor 5","2025-03-13","Fácil","67.76","Reprovado"
374,"Aluno 75","Matéria 6","Professor 9","2025-03-13","Médio","25.55","Reprovado"
375,"Aluno 75","Matéria 8","Professor 5","2025-03-13","Fácil","57.33","Reprovado"
376,"Aluno 76","Matéria 7","Professor 10","2025-03-13","Médio","53.71","Reprovado"
377,"Aluno 76","Matéria 4","Professor 4","2025-03-13","Difícil","98.68","Aprovado"
378,"Aluno 76","Matéria 4","Professor 1","2025-03-13","Difícil","30.58","Reprovado"
379,"Aluno 76","Matéria 9","Professor 5","2025-03-13","Médio","39.57","Reprovado"
380,"Aluno 76","Matéria 4","Professor 9","2025-03-13","Fácil","62.19","Reprovado"
381,"Aluno 77","Matéria 8","Professor 7","2025-03-13","Difícil","25.95","Reprovado"
382,"Aluno 77","Matéria 8","Professor 5","2025-03-13","Médio","63.52","Reprovado"
383,"Aluno 77","Matéria 4","Professor 3","2025-03-13","Difícil","33.93","Reprovado"
384,"Aluno 77","Matéria 6","Professor 3","2025-03-13","Médio","49.36","Reprovado"
385,"Aluno 77","Matéria 4","Professor 9","2025-03-13","Difícil","69.49","Reprovado"
386,"Aluno 78","Matéria 7","Professor 2","2025-03-13","Difícil","0.64","Reprovado"
387,"Aluno 78","Matéria 6","Professor 9","2025-03-13","Médio","98.18","Aprovado"
388,"Aluno 78","Matéria 7","Professor 7","2025-03-13","Médio","75.22","Aprovado"
389,"Aluno 78","Matéria 7","Professor 5","2025-03-13","Médio","34.46","Reprovado"
390,"Aluno 78","Matéria 5","Professor 7","2025-03-13","Médio","28.65","Reprovado"
391,"Aluno 79","Matéria 2","Professor 4","2025-03-13","Fácil","76.59","Aprovado"
392,"Aluno 79","Matéria 6","Professor 10","2025-03-13","Médio","92.19","Aprovado"
393,"Aluno 79","Matéria 8","Professor 2","2025-03-13","Médio","81.78","Aprovado"
394,"Aluno 79","Matéria 8","Professor 8","2025-03-13","Difícil","45.28","Reprovado"
395,"Aluno 79","Matéria 4","Professor 5","2025-03-13","Médio","22.34","Reprovado"
396,"Aluno 80","Matéria 5","Professor 1","2025-03-13","Médio","39.72","Reprovado"
397,"Aluno 80","Matéria 2","Professor 5","2025-03-13","Médio","69.74","Reprovado"
398,"Aluno 80","Matéria 1","Professor 6","2025-03-13","Difícil","57.35","Reprovado"
399,"Aluno 80","Matéria 5","Professor 5","2025-03-13","Fácil","13.97","Reprovado"
400,"Aluno 80","Matéria 6","Professor 5","2025-03-13","Fácil","7.19","Reprovado"
401,"Aluno 81","Matéria 1","Professor 1","2025-03-13","Difícil","62.28","Reprovado"
402,"Aluno 81","Matéria 1","Professor 8","2025-03-13","Difícil","68.85","Reprovado"
403,"Aluno 81","Matéria 10","Professor 3","2025-03-13","Difícil","58.78","Reprovado"
404,"Aluno 81","Matéria 10","Professor 8","2025-03-13","Médio","88.33","Aprovado"
405,"Aluno 81","Matéria 10","Professor 5","2025-03-13","Fácil","96.18","Aprovado"
406,"Aluno 82","Matéria 4","Professor 4","2025-03-13","Fácil","14.82","Reprovado"
407,"Aluno 82","Matéria 6","Professor 2","2025-03-13","Fácil","86.41","Aprovado"
408,"Aluno 82","Matéria 10","Professor 7","2025-03-13","Fácil","75.65","Aprovado"
409,"Aluno 82","Matéria 8","Professor 8","2025-03-13","Fácil","14.99","Reprovado"
410,"Aluno 82","Matéria 4","Professor 6","2025-03-13","Fácil","34.61","Reprovado"
411,"Aluno 83","Matéria 1","Professor 4","2025-03-13","Difícil","82.08","Aprovado"
412,"Aluno 83","Matéria 7","Professor 2","2025-03-13","Médio","39.95","Reprovado"
413,"Aluno 83","Matéria 6","Professor 3","2025-03-13","Médio","9.74","Reprovado"
414,"Aluno 83","Matéria 9","Professor 3","2025-03-13","Fácil","0.07","Reprovado"
415,"Aluno 83","Matéria 4","Professor 3","2025-03-13","Difícil","93.00","Aprovado"
416,"Aluno 84","Matéria 10","Professor 7","2025-03-13","Médio","90.02","Aprovado"
417,"Aluno 84","Matéria 5","Professor 4","2025-03-13","Médio","87.35","Aprovado"
418,"Aluno 84","Matéria 10","Professor 9","2025-03-13","Difícil","12.60","Reprovado"
419,"Aluno 84","Matéria 3","Professor 5","2025-03-13","Difícil","98.61","Aprovado"
420,"Aluno 84","Matéria 6","Professor 2","2025-03-13","Difícil","79.08","Aprovado"
421,"Aluno 85","Matéria 7","Professor 7","2025-03-13","Médio","81.13","Aprovado"
422,"Aluno 85","Matéria 8","Professor 4","2025-03-13","Difícil","38.23","Reprovado"
423,"Aluno 85","Matéria 1","Professor 10","2025-03-13","Fácil","85.48","Aprovado"
424,"Aluno 85","Matéria 9","Professor 8","2025-03-13","Fácil","34.49","Reprovado"
425,"Aluno 85","Matéria 4","Professor 2","2025-03-13","Médio","2.96","Reprovado"
426,"Aluno 86","Matéria 7","Professor 8","2025-03-13","Difícil","82.66","Aprovado"
427,"Aluno 86","Matéria 5","Professor 2","2025-03-13","Difícil","82.44","Aprovado"
428,"Aluno 86","Matéria 2","Professor 8","2025-03-13","Difícil","90.60","Aprovado"
429,"Aluno 86","Matéria 5","Professor 9","2025-03-13","Difícil","36.22","Reprovado"
430,"Aluno 86","Matéria 1","Professor 10","2025-03-13","Fácil","21.95","Reprovado"
431,"Aluno 87","Matéria 3","Professor 10","2025-03-13","Difícil","18.35","Reprovado"
432,"Aluno 87","Matéria 8","Professor 8","2025-03-13","Médio","65.89","Reprovado"
433,"Aluno 87","Matéria 8","Professor 5","2025-03-13","Médio","65.06","Reprovado"
434,"Aluno 87","Matéria 1","Professor 4","2025-03-13","Médio","8.35","Reprovado"
435,"Aluno 87","Matéria 7","Professor 10","2025-03-13","Fácil","63.09","Reprovado"
436,"Aluno 88","Matéria 6","Professor 7","2025-03-13","Fácil","25.75","Reprovado"
437,"Aluno 88","Matéria 6","Professor 4","2025-03-13","Médio","63.57","Reprovado"
438,"Aluno 88","Matéria 4","Professor 9","2025-03-13","Fácil","78.61","Aprovado"
439,"Aluno 88","Matéria 7","Professor 10","2025-03-13","Médio","49.78","Reprovado"
440,"Aluno 88","Matéria 9","Professor 2","2025-03-13","Fácil","22.65","Reprovado"
441,"Aluno 89","Matéria 1","Professor 3","2025-03-13","Difícil","35.69","Reprovado"
442,"Aluno 89","Matéria 5","Professor 10","2025-03-13","Difícil","98.16","Aprovado"
443,"Aluno 89","Matéria 4","Professor 2","2025-03-13","Médio","46.93","Reprovado"
444,"Aluno 89","Matéria 10","Professor 9","2025-03-13","Difícil","41.41","Reprovado"
445,"Aluno 89","Matéria 4","Professor 1","2025-03-13","Médio","23.91","Reprovado"
446,"Aluno 90","Matéria 3","Professor 8","2025-03-13","Difícil","45.93","Reprovado"
447,"Aluno 90","Matéria 9","Professor 1","2025-03-13","Médio","7.72","Reprovado"
448,"Aluno 90","Matéria 5","Professor 8","2025-03-13","Médio","69.90","Reprovado"
449,"Aluno 90","Matéria 2","Professor 10","2025-03-13","Médio","92.11","Aprovado"
450,"Aluno 90","Matéria 3","Professor 1","2025-03-13","Fácil","92.14","Aprovado"
451,"Aluno 91","Matéria 9","Professor 3","2025-03-13","Médio","94.53","Aprovado"
452,"Aluno 91","Matéria 7","Professor 4","2025-03-13","Difícil","10.83","Reprovado"
453,"Aluno 91","Matéria 1","Professor 6","2025-03-13","Médio","9.66","Reprovado"
454,"Aluno 91","Matéria 5","Professor 8","2025-03-13","Difícil","93.93","Aprovado"
455,"Aluno 91","Matéria 6","Professor 7","2025-03-13","Difícil","0.35","Reprovado"
456,"Aluno 92","Matéria 1","Professor 9","2025-03-13","Difícil","8.47","Reprovado"
457,"Aluno 92","Matéria 6","Professor 3","2025-03-13","Fácil","93.13","Aprovado"
458,"Aluno 92","Matéria 10","Professor 8","2025-03-13","Fácil","80.48","Aprovado"
459,"Aluno 92","Matéria 4","Professor 9","2025-03-13","Difícil","49.21","Reprovado"
460,"Aluno 92","Matéria 6","Professor 1","2025-03-13","Fácil","99.07","Aprovado"
461,"Aluno 93","Matéria 5","Professor 6","2025-03-13","Difícil","43.18","Reprovado"
462,"Aluno 93","Matéria 1","Professor 6","2025-03-13","Difícil","42.10","Reprovado"
463,"Aluno 93","Matéria 9","Professor 10","2025-03-13","Difícil","18.12","Reprovado"
464,"Aluno 93","Matéria 4","Professor 7","2025-03-13","Difícil","50.42","Reprovado"
465,"Aluno 93","Matéria 5","Professor 10","2025-03-13","Difícil","45.77","Reprovado"
466,"Aluno 94","Matéria 1","Professor 5","2025-03-13","Médio","94.91","Aprovado"
467,"Aluno 94","Matéria 6","Professor 6","2025-03-13","Difícil","9.04","Reprovado"
468,"Aluno 94","Matéria 10","Professor 4","2025-03-13","Fácil","69.45","Reprovado"
469,"Aluno 94","Matéria 2","Professor 4","2025-03-13","Difícil","49.07","Reprovado"
470,"Aluno 94","Matéria 10","Professor 2","2025-03-13","Fácil","24.66","Reprovado"
471,"Aluno 95","Matéria 10","Professor 10","2025-03-13","Difícil","73.48","Aprovado"
472,"Aluno 95","Matéria 9","Professor 5","2025-03-13","Fácil","53.41","Reprovado"
473,"Aluno 95","Matéria 6","Professor 6","2025-03-13","Difícil","29.23","Reprovado"
474,"Aluno 95","Matéria 2","Professor 10","2025-03-13","Médio","26.79","Reprovado"
475,"Aluno 95","Matéria 7","Professor 6","2025-03-13","Fácil","2.57","Reprovado"
476,"Aluno 96","Matéria 6","Professor 10","2025-03-13","Fácil","0.57","Reprovado"
477,"Aluno 96","Matéria 1","Professor 7","2025-03-13","Médio","49.26","Reprovado"
478,"Aluno 96","Matéria 9","Professor 4","2025-03-13","Fácil","81.42","Aprovado"
479,"Aluno 96","Matéria 1","Professor 4","2025-03-13","Fácil","36.60","Reprovado"
480,"Aluno 96","Matéria 8","Professor 10","2025-03-13","Difícil","24.40","Reprovado"
481,"Aluno 97","Matéria 6","Professor 4","2025-03-13","Fácil","12.43","Reprovado"
482,"Aluno 97","Matéria 8","Professor 10","2025-03-13","Difícil","50.46","Reprovado"
483,"Aluno 97","Matéria 6","Professor 5","2025-03-13","Difícil","35.14","Reprovado"
484,"Aluno 97","Matéria 1","Professor 1","2025-03-13","Difícil","67.54","Reprovado"
485,"Aluno 97","Matéria 6","Professor 1","2025-03-13","Difícil","75.29","Aprovado"
486,"Aluno 98","Matéria 2","Professor 3","2025-03-13","Difícil","78.58","Aprovado"
487,"Aluno 98","Matéria 2","Professor 10","2025-03-13","Fácil","63.84","Reprovado"
488,"Aluno 98","Matéria 3","Professor 5","2025-03-13","Médio","42.30","Reprovado"
489,"Aluno 98","Matéria 3","Professor 6","2025-03-13","Fácil","27.64","Reprovado"
490,"Aluno 98","Matéria 1","Professor 2","2025-03-13","Médio","29.83","Reprovado"
491,"Aluno 99","Matéria 2","Professor 2","2025-03-13","Difícil","90.38","Aprovado"
492,"Aluno 99","Matéria 5","Professor 10","2025-03-13","Médio","17.43","Reprovado"
493,"Aluno 99","Matéria 7","Professor 9","2025-03-13","Fácil","29.50","Reprovado"
494,"Aluno 99","Matéria 6","Professor 7","2025-03-13","Médio","14.88","Reprovado"
495,"Aluno 99","Matéria 7","Professor 7","2025-03-13","Médio","75.80","Aprovado"
496,"Aluno 100","Matéria 5","Professor 10","2025-03-13","Difícil","38.37","Reprovado"
497,"Aluno 100","Matéria 3","Professor 7","2025-03-13","Médio","7.06","Reprovado"
498,"Aluno 100","Matéria 9","Professor 3","2025-03-13","Médio","25.28","Reprovado"
499,"Aluno 100","Matéria 10","Professor 9","2025-03-13","Fácil","72.79","Aprovado"
500,"Aluno 100","Matéria 10","Professor 10","2025-03-13","Fácil","4.37","Reprovado"
501,"Aluno 101","Matéria 2","Professor 8","2025-03-13","Fácil","11.66","Reprovado"
502,"Aluno 101","Matéria 3","Professor 3","2025-03-13","Difícil","88.84","Aprovado"
503,"Aluno 101","Matéria 7","Professor 8","2025-03-13","Fácil","73.96","Aprovado"
504,"Aluno 101","Matéria 8","Professor 1","2025-03-13","Difícil","75.06","Aprovado"
505,"Aluno 101","Matéria 7","Professor 1","2025-03-13","Médio","40.42","Reprovado"
506,"Aluno 102","Matéria 9","Professor 2","2025-03-13","Médio","43.90","Reprovado"
507,"Aluno 102","Matéria 8","Professor 5","2025-03-13","Difícil","100.00","Aprovado"
508,"Aluno 102","Matéria 2","Professor 4","2025-03-13","Médio","63.09","Reprovado"
509,"Aluno 102","Matéria 6","Professor 7","2025-03-13","Fácil","87.34","Aprovado"
510,"Aluno 102","Matéria 10","Professor 8","2025-03-13","Médio","4.91","Reprovado"
511,"Aluno 103","Matéria 6","Professor 5","2025-03-13","Médio","28.24","Reprovado"
512,"Aluno 103","Matéria 8","Professor 6","2025-03-13","Difícil","6.00","Reprovado"
513,"Aluno 103","Matéria 8","Professor 9","2025-03-13","Difícil","26.73","Reprovado"
514,"Aluno 103","Matéria 1","Professor 1","2025-03-13","Médio","63.03","Reprovado"
515,"Aluno 103","Matéria 1","Professor 4","2025-03-13","Médio","72.67","Aprovado"
516,"Aluno 104","Matéria 5","Professor 9","2025-03-13","Difícil","37.76","Reprovado"
517,"Aluno 104","Matéria 4","Professor 3","2025-03-13","Difícil","26.19","Reprovado"
518,"Aluno 104","Matéria 9","Professor 2","2025-03-13","Médio","2.18","Reprovado"
519,"Aluno 104","Matéria 8","Professor 7","2025-03-13","Fácil","74.07","Aprovado"
520,"Aluno 104","Matéria 9","Professor 5","2025-03-13","Difícil","22.74","Reprovado"
521,"Aluno 105","Matéria 1","Professor 3","2025-03-13","Fácil","88.58","Aprovado"
522,"Aluno 105","Matéria 4","Professor 7","2025-03-13","Difícil","19.51","Reprovado"
523,"Aluno 105","Matéria 1","Professor 7","2025-03-13","Fácil","66.07","Reprovado"
524,"Aluno 105","Matéria 7","Professor 10","2025-03-13","Fácil","92.61","Aprovado"
525,"Aluno 105","Matéria 9","Professor 1","2025-03-13","Fácil","1.69","Reprovado"
526,"Aluno 106","Matéria 1","Professor 10","2025-03-13","Fácil","37.59","Reprovado"
527,"Aluno 106","Matéria 2","Professor 1","2025-03-13","Médio","72.61","Aprovado"
528,"Aluno 106","Matéria 2","Professor 2","2025-03-13","Médio","82.99","Aprovado"
529,"Aluno 106","Matéria 5","Professor 5","2025-03-13","Difícil","3.59","Reprovado"
530,"Aluno 106","Matéria 5","Professor 2","2025-03-13","Fácil","54.65","Reprovado"
531,"Aluno 107","Matéria 6","Professor 9","2025-03-13","Médio","28.19","Reprovado"
532,"Aluno 107","Matéria 8","Professor 6","2025-03-13","Difícil","32.74","Reprovado"
533,"Aluno 107","Matéria 1","Professor 7","2025-03-13","Difícil","36.35","Reprovado"
